"","x"
"5291","discuss"
"5292","unrelated"
"5293","unrelated"
"5294","unrelated"
"5295","unrelated"
"5296","unrelated"
"5297","discuss"
"5298","unrelated"
"5299","disagree"
"5300","unrelated"
"5301","discuss"
"5302","unrelated"
"5303","unrelated"
"5304","discuss"
"5305","discuss"
"5306","discuss"
"5307","unrelated"
"5308","unrelated"
"5309","unrelated"
"5310","unrelated"
"5311","unrelated"
"5312","unrelated"
"5313","discuss"
"5314","unrelated"
"5315","unrelated"
"5316","unrelated"
"5317","unrelated"
"5318","unrelated"
"5319","unrelated"
"5320","unrelated"
"5321","unrelated"
"5322","agree"
"5323","unrelated"
"5324","discuss"
"5325","discuss"
"5326","unrelated"
"5327","unrelated"
"5328","unrelated"
"5329","unrelated"
"5330","unrelated"
"5331","unrelated"
"5332","discuss"
"5333","unrelated"
"5334","discuss"
"5335","unrelated"
"5336","discuss"
"5337","discuss"
"5338","unrelated"
"5339","discuss"
"5340","unrelated"
"5341","agree"
"5342","unrelated"
"5343","unrelated"
"5344","unrelated"
"5345","unrelated"
"5346","discuss"
"5347","unrelated"
"5348","agree"
"5349","unrelated"
"5350","unrelated"
"5351","unrelated"
"5352","unrelated"
"5353","disagree"
"5354","unrelated"
"5355","unrelated"
"5356","discuss"
"5357","unrelated"
"5358","unrelated"
"5359","discuss"
"5360","disagree"
"5361","discuss"
"5362","unrelated"
"5363","agree"
"5364","unrelated"
"5365","unrelated"
"5366","unrelated"
"5367","discuss"
"5368","unrelated"
"5369","agree"
"5370","agree"
"5371","discuss"
"5372","unrelated"
"5373","discuss"
"5374","unrelated"
"5375","unrelated"
"5376","disagree"
"5377","unrelated"
"5378","unrelated"
"5379","unrelated"
"5380","unrelated"
"5381","unrelated"
"5382","unrelated"
"5383","unrelated"
"5384","unrelated"
"5385","unrelated"
"5386","unrelated"
"5387","discuss"
"5388","disagree"
"5389","unrelated"
"5390","discuss"
"5391","unrelated"
"5392","unrelated"
"5393","unrelated"
"5394","unrelated"
"5395","discuss"
"5396","unrelated"
"5397","agree"
"5398","agree"
"5399","unrelated"
"5400","unrelated"
"5401","unrelated"
"5402","unrelated"
"5403","discuss"
"5404","agree"
"5405","unrelated"
"5406","discuss"
"5407","unrelated"
"5408","unrelated"
"5409","discuss"
"5410","unrelated"
"5411","unrelated"
"5412","unrelated"
"5413","unrelated"
"5414","unrelated"
"5415","discuss"
"5416","unrelated"
"5417","unrelated"
"5418","unrelated"
"5419","agree"
"5420","unrelated"
"5421","unrelated"
"5422","unrelated"
"5423","unrelated"
"5424","discuss"
"5425","unrelated"
"5426","unrelated"
"5427","unrelated"
"5428","discuss"
"5429","unrelated"
"5430","agree"
"5431","discuss"
"5432","unrelated"
"5433","discuss"
"5434","agree"
"5435","unrelated"
"5436","agree"
"5437","unrelated"
"5438","unrelated"
"5439","unrelated"
"5440","agree"
"5441","agree"
"5442","unrelated"
"5443","unrelated"
"5444","unrelated"
"5445","unrelated"
"5446","unrelated"
"5447","unrelated"
"5448","unrelated"
"5449","unrelated"
"5450","unrelated"
"5451","unrelated"
"5452","unrelated"
"5453","unrelated"
"5454","disagree"
"5455","unrelated"
"5456","unrelated"
"5457","discuss"
"5458","unrelated"
"5459","disagree"
"5460","unrelated"
"5461","unrelated"
"5462","discuss"
"5463","discuss"
"5464","unrelated"
"5465","discuss"
"5466","discuss"
"5467","discuss"
"5468","agree"
"5469","unrelated"
"5470","unrelated"
"5471","unrelated"
"5472","unrelated"
"5473","unrelated"
"5474","unrelated"
"5475","unrelated"
"5476","unrelated"
"5477","unrelated"
"5478","unrelated"
"5479","agree"
"5480","unrelated"
"5481","agree"
"5482","unrelated"
"5483","unrelated"
"5484","unrelated"
"5485","unrelated"
"5486","unrelated"
"5487","agree"
"5488","unrelated"
"5489","unrelated"
"5490","disagree"
"5491","agree"
"5492","disagree"
"5493","unrelated"
"5494","unrelated"
"5495","unrelated"
"5496","unrelated"
"5497","unrelated"
"5498","discuss"
"5499","agree"
"5500","unrelated"
"5501","unrelated"
"5502","unrelated"
"5503","unrelated"
"5504","unrelated"
"5505","discuss"
"5506","discuss"
"5507","agree"
"5508","unrelated"
"5509","unrelated"
"5510","discuss"
"5511","unrelated"
"5512","unrelated"
"5513","agree"
"5514","unrelated"
"5515","unrelated"
"5516","unrelated"
"5517","unrelated"
"5518","discuss"
"5519","unrelated"
"5520","agree"
"5521","unrelated"
"5522","unrelated"
"5523","discuss"
"5524","unrelated"
"5525","discuss"
"5526","unrelated"
"5527","discuss"
"5528","unrelated"
"5529","unrelated"
"5530","agree"
"5531","unrelated"
"5532","unrelated"
"5533","unrelated"
"5534","unrelated"
"5535","unrelated"
"5536","unrelated"
"5537","unrelated"
"5538","discuss"
"5539","unrelated"
"5540","discuss"
"5541","unrelated"
"5542","agree"
"5543","discuss"
"5544","unrelated"
"5545","unrelated"
"5546","discuss"
"5547","unrelated"
"5548","unrelated"
"5549","unrelated"
"5550","discuss"
"5551","unrelated"
"5552","unrelated"
"5553","unrelated"
"5554","unrelated"
"5555","unrelated"
"5556","unrelated"
"5557","unrelated"
"5558","discuss"
"5559","unrelated"
"5560","unrelated"
"5561","unrelated"
"5562","unrelated"
"5563","unrelated"
"5564","agree"
"5565","agree"
"5566","disagree"
"5567","discuss"
"5568","discuss"
"5569","unrelated"
"5570","agree"
"5571","unrelated"
"5572","unrelated"
"5573","unrelated"
"5574","unrelated"
"5575","unrelated"
"5576","unrelated"
"5577","unrelated"
"5578","unrelated"
"5579","unrelated"
"5580","agree"
"5581","agree"
"5582","unrelated"
"5583","agree"
"5584","unrelated"
"5585","discuss"
"5586","unrelated"
"5587","unrelated"
"5588","unrelated"
"5589","discuss"
"5590","unrelated"
"5591","discuss"
"5592","unrelated"
"5593","disagree"
"5594","disagree"
"5595","unrelated"
"5596","unrelated"
"5597","unrelated"
"5598","unrelated"
"5599","unrelated"
"5600","unrelated"
"5601","unrelated"
"5602","unrelated"
"5603","unrelated"
"5604","discuss"
"5605","unrelated"
"5606","unrelated"
"5607","unrelated"
"5608","unrelated"
"5609","unrelated"
"5610","unrelated"
"5611","unrelated"
"5612","unrelated"
"5613","unrelated"
"5614","unrelated"
"5615","unrelated"
"5616","unrelated"
"5617","disagree"
"5618","unrelated"
"5619","unrelated"
"5620","unrelated"
"5621","unrelated"
"5622","unrelated"
"5623","unrelated"
"5624","unrelated"
"5625","agree"
"5626","unrelated"
"5627","unrelated"
"5628","unrelated"
"5629","unrelated"
"5630","unrelated"
"5631","discuss"
"5632","unrelated"
"5633","discuss"
"5634","unrelated"
"5635","unrelated"
"5636","unrelated"
"5637","unrelated"
"5638","discuss"
"5639","unrelated"
"5640","unrelated"
"5641","unrelated"
"5642","unrelated"
"5643","unrelated"
"5644","unrelated"
"5645","unrelated"
"5646","unrelated"
"5647","unrelated"
"5648","unrelated"
"5649","agree"
"5650","unrelated"
"5651","unrelated"
"5652","unrelated"
"5653","unrelated"
"5654","agree"
"5655","unrelated"
"5656","unrelated"
"5657","unrelated"
"5658","unrelated"
"5659","unrelated"
"5660","unrelated"
"5661","discuss"
"5662","unrelated"
"5663","unrelated"
"5664","unrelated"
"5665","unrelated"
"5666","unrelated"
"5667","unrelated"
"5668","unrelated"
"5669","unrelated"
"5670","discuss"
"5671","unrelated"
"5672","unrelated"
"5673","unrelated"
"5674","agree"
"5675","unrelated"
"5676","unrelated"
"5677","unrelated"
"5678","discuss"
"5679","unrelated"
"5680","unrelated"
"5681","unrelated"
"5682","unrelated"
"5683","unrelated"
"5684","unrelated"
"5685","unrelated"
"5686","unrelated"
"5687","unrelated"
"5688","discuss"
"5689","agree"
"5690","discuss"
"5691","unrelated"
"5692","disagree"
"5693","discuss"
"5694","unrelated"
"5695","unrelated"
"5696","unrelated"
"5697","unrelated"
"5698","unrelated"
"5699","discuss"
"5700","discuss"
"5701","agree"
"5702","unrelated"
"5703","unrelated"
"5704","disagree"
"5705","unrelated"
"5706","discuss"
"5707","unrelated"
"5708","agree"
"5709","unrelated"
"5710","unrelated"
"5711","unrelated"
"5712","unrelated"
"5713","discuss"
"5714","unrelated"
"5715","unrelated"
"5716","unrelated"
"5717","unrelated"
"5718","unrelated"
"5719","unrelated"
"5720","agree"
"5721","unrelated"
"5722","unrelated"
"5723","unrelated"
"5724","unrelated"
"5725","unrelated"
"5726","discuss"
"5727","unrelated"
"5728","disagree"
"5729","agree"
"5730","unrelated"
"5731","unrelated"
"5732","unrelated"
"5733","unrelated"
"5734","unrelated"
"5735","discuss"
"5736","discuss"
"5737","disagree"
"5738","agree"
"5739","unrelated"
"5740","unrelated"
"5741","unrelated"
"5742","discuss"
"5743","unrelated"
"5744","unrelated"
"5745","unrelated"
"5746","unrelated"
"5747","unrelated"
"5748","unrelated"
"5749","disagree"
"5750","unrelated"
"5751","discuss"
"5752","unrelated"
"5753","unrelated"
"5754","unrelated"
"5755","agree"
"5756","disagree"
"5757","unrelated"
"5758","unrelated"
"5759","unrelated"
"5760","discuss"
"5761","unrelated"
"5762","unrelated"
"5763","unrelated"
"5764","discuss"
"5765","unrelated"
"5766","discuss"
"5767","unrelated"
"5768","unrelated"
"5769","discuss"
"5770","unrelated"
"5771","unrelated"
"5772","unrelated"
"5773","unrelated"
"5774","discuss"
"5775","agree"
"5776","agree"
"5777","unrelated"
"5778","unrelated"
"5779","agree"
"5780","unrelated"
"5781","discuss"
"5782","unrelated"
"5783","unrelated"
"5784","unrelated"
"5785","unrelated"
"5786","discuss"
"5787","unrelated"
"5788","unrelated"
"5789","unrelated"
"5790","unrelated"
"5791","unrelated"
"5792","unrelated"
"5793","unrelated"
"5794","agree"
"5795","unrelated"
"5796","unrelated"
"5797","agree"
"5798","agree"
"5799","unrelated"
"5800","unrelated"
"5801","discuss"
"5802","unrelated"
"5803","unrelated"
"5804","discuss"
"5805","agree"
"5806","unrelated"
"5807","discuss"
"5808","unrelated"
"5809","unrelated"
"5810","unrelated"
"5811","unrelated"
"5812","unrelated"
"5813","unrelated"
"5814","unrelated"
"5815","unrelated"
"5816","discuss"
"5817","discuss"
"5818","unrelated"
"5819","unrelated"
"5820","unrelated"
"5821","unrelated"
"5822","unrelated"
"5823","unrelated"
"5824","agree"
"5825","agree"
"5826","discuss"
"5827","discuss"
"5828","unrelated"
"5829","unrelated"
"5830","unrelated"
"5831","unrelated"
"5832","unrelated"
"5833","unrelated"
"5834","discuss"
"5835","unrelated"
"5836","unrelated"
"5837","unrelated"
"5838","unrelated"
"5839","discuss"
"5840","unrelated"
"5841","unrelated"
"5842","unrelated"
"5843","agree"
"5844","discuss"
"5845","unrelated"
"5846","discuss"
"5847","disagree"
"5848","unrelated"
"5849","discuss"
"5850","discuss"
"5851","unrelated"
"5852","unrelated"
"5853","unrelated"
"5854","unrelated"
"5855","unrelated"
"5856","discuss"
"5857","unrelated"
"5858","discuss"
"5859","unrelated"
"5860","unrelated"
"5861","unrelated"
"5862","unrelated"
"5863","unrelated"
"5864","unrelated"
"5865","unrelated"
"5866","discuss"
"5867","unrelated"
"5868","unrelated"
"5869","unrelated"
"5870","unrelated"
"5871","unrelated"
"5872","unrelated"
"5873","unrelated"
"5874","unrelated"
"5875","unrelated"
"5876","unrelated"
"5877","agree"
"5878","unrelated"
"5879","unrelated"
"5880","unrelated"
"5881","discuss"
"5882","disagree"
"5883","unrelated"
"5884","discuss"
"5885","unrelated"
"5886","unrelated"
"5887","discuss"
"5888","discuss"
"5889","unrelated"
"5890","unrelated"
"5891","unrelated"
"5892","unrelated"
"5893","unrelated"
"5894","discuss"
"5895","unrelated"
"5896","unrelated"
"5897","unrelated"
"5898","unrelated"
"5899","unrelated"
"5900","discuss"
"5901","unrelated"
"5902","unrelated"
"5903","unrelated"
"5904","agree"
"5905","unrelated"
"5906","unrelated"
"5907","discuss"
"5908","agree"
"5909","disagree"
"5910","unrelated"
"5911","unrelated"
"5912","unrelated"
"5913","unrelated"
"5914","discuss"
"5915","unrelated"
"5916","discuss"
"5917","unrelated"
"5918","unrelated"
"5919","unrelated"
"5920","unrelated"
"5921","agree"
"5922","unrelated"
"5923","unrelated"
"5924","unrelated"
"5925","unrelated"
"5926","unrelated"
"5927","unrelated"
"5928","discuss"
"5929","discuss"
"5930","agree"
"5931","unrelated"
"5932","unrelated"
"5933","unrelated"
"5934","unrelated"
"5935","unrelated"
"5936","discuss"
"5937","unrelated"
"5938","discuss"
"5939","unrelated"
"5940","discuss"
"5941","unrelated"
"5942","unrelated"
"5943","unrelated"
"5944","unrelated"
"5945","discuss"
"5946","unrelated"
"5947","discuss"
"5948","discuss"
"5949","agree"
"5950","unrelated"
"5951","unrelated"
"5952","unrelated"
"5953","unrelated"
"5954","discuss"
"5955","unrelated"
"5956","discuss"
"5957","agree"
"5958","unrelated"
"5959","agree"
"5960","unrelated"
"5961","unrelated"
"5962","unrelated"
"5963","agree"
"5964","agree"
"5965","unrelated"
"5966","discuss"
"5967","discuss"
"5968","unrelated"
"5969","discuss"
"5970","discuss"
"5971","unrelated"
"5972","unrelated"
"5973","agree"
"5974","discuss"
"5975","disagree"
"5976","unrelated"
"5977","unrelated"
"5978","unrelated"
"5979","discuss"
"5980","unrelated"
"5981","unrelated"
"5982","unrelated"
"5983","discuss"
"5984","unrelated"
"5985","unrelated"
"5986","unrelated"
"5987","unrelated"
"5988","unrelated"
"5989","unrelated"
"5990","unrelated"
"5991","discuss"
"5992","unrelated"
"5993","unrelated"
"5994","unrelated"
"5995","unrelated"
"5996","unrelated"
"5997","unrelated"
"5998","unrelated"
"5999","discuss"
"6000","agree"
"6001","unrelated"
"6002","unrelated"
"6003","discuss"
"6004","unrelated"
"6005","unrelated"
"6006","unrelated"
"6007","unrelated"
"6008","unrelated"
"6009","unrelated"
"6010","disagree"
"6011","unrelated"
"6012","discuss"
"6013","unrelated"
"6014","discuss"
"6015","discuss"
"6016","unrelated"
"6017","unrelated"
"6018","unrelated"
"6019","unrelated"
"6020","unrelated"
"6021","discuss"
"6022","unrelated"
"6023","unrelated"
"6024","unrelated"
"6025","unrelated"
"6026","unrelated"
"6027","unrelated"
"6028","discuss"
"6029","discuss"
"6030","discuss"
"6031","unrelated"
"6032","unrelated"
"6033","agree"
"6034","unrelated"
"6035","unrelated"
"6036","unrelated"
"6037","discuss"
"6038","discuss"
"6039","unrelated"
"6040","discuss"
"6041","discuss"
"6042","discuss"
"6043","unrelated"
"6044","unrelated"
"6045","discuss"
"6046","unrelated"
"6047","unrelated"
"6048","unrelated"
"6049","unrelated"
"6050","unrelated"
"6051","unrelated"
"6052","unrelated"
"6053","unrelated"
"6054","unrelated"
"6055","unrelated"
"6056","agree"
"6057","unrelated"
"6058","discuss"
"6059","unrelated"
"6060","disagree"
"6061","discuss"
"6062","unrelated"
"6063","unrelated"
"6064","unrelated"
"6065","unrelated"
"6066","unrelated"
"6067","discuss"
"6068","unrelated"
"6069","unrelated"
"6070","unrelated"
"6071","unrelated"
"6072","unrelated"
"6073","unrelated"
"6074","unrelated"
"6075","unrelated"
"6076","unrelated"
"6077","unrelated"
"6078","discuss"
"6079","discuss"
"6080","discuss"
"6081","unrelated"
"6082","unrelated"
"6083","discuss"
"6084","unrelated"
"6085","unrelated"
"6086","unrelated"
"6087","unrelated"
"6088","unrelated"
"6089","discuss"
"6090","discuss"
"6091","unrelated"
"6092","unrelated"
"6093","unrelated"
"6094","unrelated"
"6095","agree"
"6096","unrelated"
"6097","unrelated"
"6098","unrelated"
"6099","unrelated"
"6100","unrelated"
"6101","agree"
"6102","discuss"
"6103","unrelated"
"6104","discuss"
"6105","discuss"
"6106","unrelated"
"6107","discuss"
"6108","unrelated"
"6109","unrelated"
"6110","discuss"
"6111","unrelated"
"6112","unrelated"
"6113","discuss"
"6114","unrelated"
"6115","discuss"
"6116","unrelated"
"6117","unrelated"
"6118","agree"
"6119","unrelated"
"6120","unrelated"
"6121","unrelated"
"6122","unrelated"
"6123","unrelated"
"6124","unrelated"
"6125","unrelated"
"6126","unrelated"
"6127","unrelated"
"6128","unrelated"
"6129","discuss"
"6130","unrelated"
"6131","unrelated"
"6132","unrelated"
"6133","unrelated"
"6134","discuss"
"6135","unrelated"
"6136","unrelated"
"6137","unrelated"
"6138","unrelated"
"6139","unrelated"
"6140","unrelated"
"6141","unrelated"
"6142","unrelated"
"6143","unrelated"
"6144","unrelated"
"6145","agree"
"6146","agree"
"6147","unrelated"
"6148","unrelated"
"6149","discuss"
"6150","unrelated"
"6151","unrelated"
"6152","discuss"
"6153","unrelated"
"6154","unrelated"
"6155","unrelated"
"6156","unrelated"
"6157","unrelated"
"6158","unrelated"
"6159","unrelated"
"6160","unrelated"
"6161","unrelated"
"6162","disagree"
"6163","unrelated"
"6164","unrelated"
"6165","unrelated"
"6166","unrelated"
"6167","agree"
"6168","agree"
"6169","unrelated"
"6170","agree"
"6171","unrelated"
"6172","discuss"
"6173","discuss"
"6174","unrelated"
"6175","unrelated"
"6176","unrelated"
"6177","discuss"
"6178","unrelated"
"6179","unrelated"
"6180","unrelated"
"6181","unrelated"
"6182","unrelated"
"6183","unrelated"
"6184","unrelated"
"6185","unrelated"
"6186","unrelated"
"6187","unrelated"
"6188","unrelated"
"6189","discuss"
"6190","unrelated"
"6191","unrelated"
"6192","unrelated"
"6193","unrelated"
"6194","unrelated"
"6195","unrelated"
"6196","discuss"
"6197","unrelated"
"6198","unrelated"
"6199","unrelated"
"6200","unrelated"
"6201","unrelated"
"6202","discuss"
"6203","unrelated"
"6204","unrelated"
"6205","unrelated"
"6206","discuss"
"6207","unrelated"
"6208","unrelated"
"6209","agree"
"6210","unrelated"
"6211","unrelated"
"6212","unrelated"
"6213","unrelated"
"6214","unrelated"
"6215","discuss"
"6216","discuss"
"6217","unrelated"
"6218","discuss"
"6219","unrelated"
"6220","discuss"
"6221","unrelated"
"6222","unrelated"
"6223","discuss"
"6224","unrelated"
"6225","agree"
"6226","discuss"
"6227","unrelated"
"6228","unrelated"
"6229","unrelated"
"6230","unrelated"
"6231","unrelated"
"6232","discuss"
"6233","unrelated"
"6234","unrelated"
"6235","unrelated"
"6236","agree"
"6237","discuss"
"6238","unrelated"
"6239","unrelated"
"6240","discuss"
"6241","unrelated"
"6242","discuss"
"6243","unrelated"
"6244","unrelated"
"6245","unrelated"
"6246","unrelated"
"6247","unrelated"
"6248","unrelated"
"6249","discuss"
"6250","discuss"
"6251","unrelated"
"6252","discuss"
"6253","unrelated"
"6254","unrelated"
"6255","unrelated"
"6256","unrelated"
"6257","unrelated"
"6258","unrelated"
"6259","unrelated"
"6260","unrelated"
"6261","unrelated"
"6262","discuss"
"6263","discuss"
"6264","agree"
"6265","unrelated"
"6266","discuss"
"6267","unrelated"
"6268","unrelated"
"6269","unrelated"
"6270","discuss"
"6271","unrelated"
"6272","discuss"
"6273","unrelated"
"6274","unrelated"
"6275","unrelated"
"6276","discuss"
"6277","unrelated"
"6278","agree"
"6279","unrelated"
"6280","agree"
"6281","unrelated"
"6282","unrelated"
"6283","unrelated"
"6284","unrelated"
"6285","discuss"
"6286","unrelated"
"6287","agree"
"6288","unrelated"
"6289","unrelated"
"6290","discuss"
"6291","unrelated"
"6292","unrelated"
"6293","unrelated"
"6294","unrelated"
"6295","unrelated"
"6296","unrelated"
"6297","unrelated"
"6298","unrelated"
"6299","unrelated"
"6300","unrelated"
"6301","unrelated"
"6302","unrelated"
"6303","unrelated"
"6304","discuss"
"6305","agree"
"6306","unrelated"
"6307","unrelated"
"6308","agree"
"6309","unrelated"
"6310","unrelated"
"6311","unrelated"
"6312","unrelated"
"6313","discuss"
"6314","unrelated"
"6315","unrelated"
"6316","unrelated"
"6317","agree"
"6318","unrelated"
"6319","unrelated"
"6320","unrelated"
"6321","unrelated"
"6322","unrelated"
"6323","discuss"
"6324","discuss"
"6325","unrelated"
"6326","discuss"
"6327","agree"
"6328","discuss"
"6329","unrelated"
"6330","unrelated"
"6331","discuss"
"6332","unrelated"
"6333","unrelated"
"6334","unrelated"
"6335","agree"
"6336","unrelated"
"6337","unrelated"
"6338","unrelated"
"6339","discuss"
"6340","unrelated"
"6341","unrelated"
"6342","unrelated"
"6343","unrelated"
"6344","discuss"
"6345","unrelated"
"6346","unrelated"
"6347","unrelated"
"6348","unrelated"
"6349","unrelated"
"6350","unrelated"
"6351","unrelated"
"6352","unrelated"
"6353","unrelated"
"6354","discuss"
"6355","unrelated"
"6356","unrelated"
"6357","unrelated"
"6358","discuss"
"6359","unrelated"
"6360","unrelated"
"6361","unrelated"
"6362","unrelated"
"6363","unrelated"
"6364","discuss"
"6365","unrelated"
"6366","unrelated"
"6367","discuss"
"6368","agree"
"6369","unrelated"
"6370","unrelated"
"6371","discuss"
"6372","discuss"
"6373","agree"
"6374","unrelated"
"6375","unrelated"
"6376","unrelated"
"6377","agree"
"6378","unrelated"
"6379","unrelated"
"6380","unrelated"
"6381","unrelated"
"6382","unrelated"
"6383","unrelated"
"6384","unrelated"
"6385","unrelated"
"6386","unrelated"
"6387","agree"
"6388","unrelated"
"6389","unrelated"
"6390","unrelated"
"6391","unrelated"
"6392","unrelated"
"6393","agree"
"6394","unrelated"
"6395","unrelated"
"6396","discuss"
"6397","discuss"
"6398","agree"
"6399","unrelated"
"6400","unrelated"
"6401","discuss"
"6402","discuss"
"6403","discuss"
"6404","discuss"
"6405","unrelated"
"6406","unrelated"
"6407","unrelated"
"6408","unrelated"
"6409","agree"
"6410","unrelated"
"6411","agree"
"6412","agree"
"6413","unrelated"
"6414","unrelated"
"6415","unrelated"
"6416","discuss"
"6417","discuss"
"6418","discuss"
"6419","unrelated"
"6420","unrelated"
"6421","unrelated"
"6422","unrelated"
"6423","unrelated"
"6424","discuss"
"6425","unrelated"
"6426","disagree"
"6427","unrelated"
"6428","unrelated"
"6429","unrelated"
"6430","unrelated"
"6431","discuss"
"6432","unrelated"
"6433","discuss"
"6434","unrelated"
"6435","unrelated"
"6436","agree"
"6437","unrelated"
"6438","unrelated"
"6439","unrelated"
"6440","unrelated"
"6441","discuss"
"6442","unrelated"
"6443","unrelated"
"6444","agree"
"6445","unrelated"
"6446","disagree"
"6447","unrelated"
"6448","unrelated"
"6449","unrelated"
"6450","unrelated"
"6451","unrelated"
"6452","unrelated"
"6453","unrelated"
"6454","unrelated"
"6455","unrelated"
"6456","unrelated"
"6457","unrelated"
"6458","agree"
"6459","unrelated"
"6460","unrelated"
"6461","unrelated"
"6462","unrelated"
"6463","unrelated"
"6464","unrelated"
"6465","agree"
"6466","discuss"
"6467","unrelated"
"6468","unrelated"
"6469","agree"
"6470","unrelated"
"6471","unrelated"
"6472","unrelated"
"6473","agree"
"6474","unrelated"
"6475","unrelated"
"6476","unrelated"
"6477","agree"
"6478","unrelated"
"6479","unrelated"
"6480","disagree"
"6481","unrelated"
"6482","unrelated"
"6483","unrelated"
"6484","unrelated"
"6485","unrelated"
"6486","discuss"
"6487","unrelated"
"6488","unrelated"
"6489","unrelated"
"6490","unrelated"
"6491","unrelated"
"6492","disagree"
"6493","unrelated"
"6494","unrelated"
"6495","unrelated"
"6496","unrelated"
"6497","unrelated"
"6498","discuss"
"6499","unrelated"
"6500","unrelated"
"6501","unrelated"
"6502","unrelated"
"6503","unrelated"
"6504","unrelated"
"6505","unrelated"
"6506","unrelated"
"6507","unrelated"
"6508","unrelated"
"6509","unrelated"
"6510","unrelated"
"6511","unrelated"
"6512","unrelated"
"6513","unrelated"
"6514","unrelated"
"6515","unrelated"
"6516","unrelated"
"6517","unrelated"
"6518","unrelated"
"6519","discuss"
"6520","unrelated"
"6521","unrelated"
"6522","discuss"
"6523","agree"
"6524","unrelated"
"6525","unrelated"
"6526","unrelated"
"6527","unrelated"
"6528","unrelated"
"6529","unrelated"
"6530","discuss"
"6531","unrelated"
"6532","unrelated"
"6533","unrelated"
"6534","agree"
"6535","unrelated"
"6536","discuss"
"6537","unrelated"
"6538","unrelated"
"6539","unrelated"
"6540","unrelated"
"6541","agree"
"6542","unrelated"
"6543","discuss"
"6544","unrelated"
"6545","unrelated"
"6546","unrelated"
"6547","unrelated"
"6548","unrelated"
"6549","unrelated"
"6550","unrelated"
"6551","unrelated"
"6552","unrelated"
"6553","unrelated"
"6554","unrelated"
"6555","unrelated"
"6556","unrelated"
"6557","unrelated"
"6558","unrelated"
"6559","unrelated"
"6560","unrelated"
"6561","unrelated"
"6562","unrelated"
"6563","unrelated"
"6564","discuss"
"6565","unrelated"
"6566","unrelated"
"6567","unrelated"
"6568","unrelated"
"6569","unrelated"
"6570","unrelated"
"6571","discuss"
"6572","unrelated"
"6573","unrelated"
"6574","unrelated"
"6575","discuss"
"6576","unrelated"
"6577","unrelated"
"6578","discuss"
"6579","unrelated"
"6580","discuss"
"6581","unrelated"
"6582","unrelated"
"6583","unrelated"
"6584","unrelated"
"6585","unrelated"
"6586","discuss"
"6587","unrelated"
"6588","unrelated"
"6589","discuss"
"6590","unrelated"
"6591","discuss"
"6592","unrelated"
"6593","discuss"
"6594","unrelated"
"6595","unrelated"
"6596","unrelated"
"6597","unrelated"
"6598","unrelated"
"6599","unrelated"
"6600","unrelated"
"6601","unrelated"
"6602","unrelated"
"6603","unrelated"
"6604","unrelated"
"6605","agree"
"6606","discuss"
"6607","disagree"
"6608","agree"
"6609","unrelated"
"6610","discuss"
"6611","unrelated"
"6612","unrelated"
"6613","unrelated"
"6614","unrelated"
"6615","discuss"
"6616","unrelated"
"6617","disagree"
"6618","unrelated"
"6619","unrelated"
"6620","unrelated"
"6621","agree"
"6622","unrelated"
"6623","unrelated"
"6624","unrelated"
"6625","agree"
"6626","unrelated"
"6627","unrelated"
"6628","unrelated"
"6629","unrelated"
"6630","unrelated"
"6631","discuss"
"6632","unrelated"
"6633","unrelated"
"6634","unrelated"
"6635","unrelated"
"6636","discuss"
"6637","unrelated"
"6638","unrelated"
"6639","discuss"
"6640","unrelated"
"6641","unrelated"
"6642","agree"
"6643","discuss"
"6644","unrelated"
"6645","disagree"
"6646","unrelated"
"6647","discuss"
"6648","discuss"
"6649","unrelated"
"6650","discuss"
"6651","unrelated"
"6652","discuss"
"6653","unrelated"
"6654","unrelated"
"6655","unrelated"
"6656","unrelated"
"6657","unrelated"
"6658","unrelated"
"6659","discuss"
"6660","agree"
"6661","unrelated"
"6662","unrelated"
"6663","unrelated"
"6664","unrelated"
"6665","discuss"
"6666","unrelated"
"6667","unrelated"
"6668","discuss"
"6669","unrelated"
"6670","unrelated"
"6671","unrelated"
"6672","unrelated"
"6673","discuss"
"6674","unrelated"
"6675","unrelated"
"6676","discuss"
"6677","unrelated"
"6678","unrelated"
"6679","unrelated"
"6680","unrelated"
"6681","discuss"
"6682","agree"
"6683","unrelated"
"6684","unrelated"
"6685","discuss"
"6686","discuss"
"6687","agree"
"6688","unrelated"
"6689","discuss"
"6690","unrelated"
"6691","unrelated"
"6692","unrelated"
"6693","unrelated"
"6694","discuss"
"6695","unrelated"
"6696","unrelated"
"6697","unrelated"
"6698","unrelated"
"6699","unrelated"
"6700","unrelated"
"6701","unrelated"
"6702","unrelated"
"6703","unrelated"
"6704","agree"
"6705","unrelated"
"6706","agree"
"6707","agree"
"6708","discuss"
"6709","unrelated"
"6710","unrelated"
"6711","unrelated"
"6712","unrelated"
"6713","unrelated"
"6714","unrelated"
"6715","unrelated"
"6716","unrelated"
"6717","unrelated"
"6718","unrelated"
"6719","unrelated"
"6720","unrelated"
"6721","unrelated"
"6722","agree"
"6723","unrelated"
"6724","unrelated"
"6725","unrelated"
"6726","unrelated"
"6727","discuss"
"6728","discuss"
"6729","unrelated"
"6730","unrelated"
"6731","discuss"
"6732","unrelated"
"6733","unrelated"
"6734","unrelated"
"6735","discuss"
"6736","unrelated"
"6737","agree"
"6738","unrelated"
"6739","agree"
"6740","agree"
"6741","discuss"
"6742","unrelated"
"6743","discuss"
